OBJECTID,ID,NAME,STATE_NAME,ST_ABBREV,UniqueID,UNEMPRT_CY,POPGRW00CY,Observed,Cond,LocalR2,Predicted,Intercept,C1_Pop_Change,Residual,StdError,Correlation,ColorRGB,ColorHex,Shape__Area,Shape__Length
1418,13283,Treutlen County,Georgia,GA,1418,13.800000000000001,-0.250000000000000,13.800000000000001,2.466832609668360,0.233472732999186,15.054633394988418,14.330157026658149,-2.897905473321076,-1.254633394988417,1.905591903338919,negative,"221,91,59",DD5B3B,736651661.197265625000000,139849.289975149906240
1419,13305,Wayne County,Georgia,GA,1419,12.900000000000000,1.250000000000000,12.900000000000000,2.898827635969745,0.078518764062367,11.098730258635873,11.962201933249368,-0.690777339690796,1.801269741364127,2.255365360760280,weak,"231,228,187",E7E4BB,2320419562.634765625000000,259154.303579390951199
1430,13039,Camden County,Georgia,GA,1430,11.199999999999999,1.250000000000000,11.199999999999999,3.188354740331757,0.025607876737861,11.260616270805919,11.642179989554915,-0.305250974999197,-0.060616270805919,2.248025414583345,weak,"231,228,187",E7E4BB,2334671185.859375000000000,427544.224711586895864
1431,13049,Charlton County,Georgia,GA,1431,11.000000000000000,0.480000000000000,11.000000000000000,3.428163354540687,0.008397859111380,11.645931997357437,11.756823177175029,-0.231023291286652,-0.645931997357437,2.144270134612077,weak,"231,228,187",E7E4BB,2756842456.166015625000000,371091.031523227167781
1432,13299,Ware County,Georgia,GA,1432,12.600000000000000,0.140000000000000,12.600000000000000,3.311710608470297,0.025862014361572,12.438326432461741,12.528867229741941,-0.646719980572855,0.161673567538259,2.024561933780018,weak,"231,228,187",E7E4BB,3208802275.687500000000000,404519.140539766289294
2206,13045,Carroll County,Georgia,GA,2206,11.500000000000000,2.960000000000000,11.500000000000000,2.714751972371685,0.253897526686730,11.307605373481682,13.323206610191306,-0.680946363753252,0.192394626518318,2.198507072765917,weak,"231,228,187",E7E4BB,1884911832.699218750000000,210685.126428706280421
2207,13063,Clayton County,Georgia,GA,2207,12.900000000000000,1.780000000000000,12.900000000000000,3.767456570483560,0.166626882705113,12.018865489844805,12.972042618705963,-0.535492769023122,0.881134510155196,2.221252952168669,weak,"231,228,187",E7E4BB,540044058.347656250000000,140244.137438951234799
2208,13077,Coweta County,Georgia,GA,2208,10.900000000000000,3.730000000000000,10.900000000000000,2.954934150382293,0.268019448890605,10.705872456021218,13.675028740376145,-0.796020451569685,0.194127543978782,2.110873557626726,weak,"231,228,187",E7E4BB,1659263859.929687500000000,211000.052329103869852
2209,13097,Douglas County,Georgia,GA,2209,11.500000000000000,3.970000000000000,11.500000000000000,3.460216799315867,0.197789953609209,10.729026659117803,12.741475066084760,-0.506913956414850,0.770973340882197,2.159451985388657,weak,"231,228,187",E7E4BB,751089489.925781250000000,126118.531456776850973
2210,13113,Fayette County,Georgia,GA,2210,8.300000000000001,1.860000000000000,8.300000000000001,3.420789362451442,0.186034701021391,12.114207513732509,13.255541035591108,-0.613620173042257,-3.814207513732509,2.236164515238477,weak,"231,228,187",E7E4BB,742223190.757812500000000,140732.058449788135476
2211,13149,Heard County,Georgia,GA,2211,13.600000000000000,0.550000000000000,13.600000000000000,2.380573338260721,0.382338154878677,13.714159037555469,14.315815093325469,-1.093920101400002,-0.114159037555469,2.186645748274800,weak,"231,228,187",E7E4BB,1118929044.062500000000000,145683.081793236196972
2212,13199,Meriwether County,Georgia,GA,2212,16.300000000000001,0.310000000000000,16.300000000000001,2.483698789041043,0.264348095863995,13.524131824501399,13.838653025057940,-1.014584517924328,2.775868175498601,2.142876250179889,weak,"231,228,187",E7E4BB,1867370403.773437500000000,196450.171396410674788
2213,13231,Pike County,Georgia,GA,2213,11.100000000000000,3.090000000000000,11.100000000000000,2.677567945484250,0.178782498290768,11.043791185971740,13.294689492918234,-0.728446054027992,0.056208814028260,2.135329438062215,weak,"231,228,187",E7E4BB,811011448.476562500000000,136695.413543204078451
2214,13285,Troup County,Georgia,GA,2214,12.800000000000001,1.050000000000000,12.800000000000001,2.224539540609021,0.381649037435693,13.159854589192397,14.595662836867495,-1.367436426357236,-0.359854589192397,2.232350259182883,weakly negative,"223,170,88",DFAA58,1648326082.835937500000000,173826.992794191610301
2224,13047,Catoosa County,Georgia,GA,2224,8.199999999999999,1.930000000000000,8.199999999999999,3.042790222517199,0.110574272210402,10.827696419044718,12.317032011392769,-0.771676472719197,-2.627696419044719,2.157108647229788,weak,"231,228,187",E7E4BB,627924755.113281250000000,125113.854861295578303
