CNTY_FIPS,Housing and transportation costs as a percent of income for Median-Income Family households
59,62.47884586
215,52.58052676
117,50.87422433
59,59.57238814
59,57.71708101
59,64.15361619
151,57.58051088
117,59.82919969
117,57.56094171
133,59.77765447
135,60.44971056
135,45.82609378
59,61.06930093
59,56.3128927
3,46.87087102
1,56.10447738
1,55.38197314
1,55.56936749
1,56.36804239
231,56.85314496
231,55.06803398
135,55.29171982
135,58.51860265
7,67.8873592
133,70.28946696
121,50.98768977
121,49.71817549
121,49.01524957
121,52.85492277
121,47.84158709
3,48.80948803
3,42.97910589
3,48.58003443
3,48.2290505
3,34.03535367
3,42.05900881
3,41.18581676
3,39.59472571
3,40.04015351
3,43.00383838
3,43.56857715
3,46.66603952
3,48.6113705
3,48.15355846
3,44.34738572
3,49.00346164
3,46.89149217
3,51.5191164
3,42.12058076
121,53.45376917
121,50.67638425
121,50.22449867
121,49.77254534
121,50.28015927
185,63.01459163
271,82.0988372
53,57.20655173
7,70.77094635
97,54.82057816
21,61.22782668
97,57.75777362
89,55.51897607
7,48.37704312
7,50.06240165
7,49.96418941
7,49.68393591
73,63.72482468
73,65.11118245
73,62.42709104
31,64.98309416
3,46.09387862
3,47.9717529
7,49.12128411
3,46.97309749
3,41.44898791
53,64.00982425
123,61.36214499
133,67.62105988
121,57.83698623
121,49.09866016
121,48.60361591
89,52.37948007
89,48.65191689
89,54.03775608
157,54.86739938
7,48.34087558
7,50.00713767
3,46.62556983
3,47.7592261
3,45.92295015
3,49.02278507
3,48.28903557
3,46.35708239
3,42.22422856
3,41.37863737
281,67.11341288
31,64.88105634
31,67.99838796
123,63.67849723
123,64.72224221
123,64.6199481
157,58.83005293
157,57.46620933
157,57.73960877
81,73.71280473
135,52.3615421
3,39.02983289
3,39.98456744
3,45.74780299
3,47.0701586
3,42.96107865
121,51.07630491
121,50.76699809
121,50.69669179
121,49.71129332
121,47.65898386
121,50.98673781
163,80.98138314
31,69.47405787
77,56.13184455
77,55.90259867
3,44.12280631
3,48.99278924
3,44.80807889
3,48.60415515
1,52.86321197
135,57.01902039
21,62.23840299
21,64.67636208
89,52.51149254
89,48.32577518
89,51.15452862
89,52.71791523
135,51.46014831
141,79.92270054
185,63.9153955
121,51.72087735
163,79.88922462
163,83.7436979
3,47.83002892
3,49.13441637
79,67.37388613
79,66.07610137
3,35.51034223
3,47.65255106
3,47.24000224
3,47.90565232
3,46.16008017
3,49.24573885
205,76.48153308
205,74.56905495
205,75.10658676
83,59.03971291
89,53.80430216
89,50.22176956
89,51.87946255
89,53.51961301
157,55.54528178
89,48.6596291
89,56.14266334
21,60.27771626
21,57.68632291
21,59.41762659
21,57.12473516
21,56.74851211
3,44.23339802
3,48.68871863
3,48.18585663
3,47.40402367
3,45.51869492
3,43.95586087
3,36.26134901
3,40.77357445
3,41.60862685
77,53.10830424
77,52.80462517
121,50.52610112
121,48.75970409
3,45.88688524
3,48.72013896
3,47.12456585
123,63.6123039
3,47.018506
3,46.41728344
3,48.80435969
1,55.81175164
1,56.59945658
121,53.53923519
121,59.53438556
185,61.45164394
121,56.28408706
121,43.78693492
97,57.68439341
97,55.72409116
97,49.82958653
89,50.75977822
81,76.14277375
299,66.09478831
3,45.67526397
3,37.39760522
3,43.41341978
3,42.10600491
3,39.39811971
3,46.36540841
3,38.16185666
3,45.40784897
3,47.13452562
3,36.96839843
3,46.0770747
273,63.90917401
273,65.83983676
269,82.50163108
11,66.11102391
11,66.14184702
11,66.06200438
11,65.3319992
163,80.75721442
121,49.48288445
121,44.2763473
121,49.9916583
121,49.30802175
121,50.41661032
121,45.9482265
121,49.56188754
121,52.00063745
3,44.04118553
3,46.07811286
3,46.49515794
3,46.60624205
3,49.73567791
3,48.60567952
3,46.54145737
1,55.64630767
1,56.16160197
121,46.77341604
121,49.45926859
21,56.97490782
21,61.28391551
121,55.15396817
89,51.22968615
89,52.63345212
89,50.88194951
89,50.64219881
89,49.40740344
249,70.0155482
249,71.46688768
3,48.02107644
3,48.54801941
3,46.60010906
3,46.8948955
3,44.17115371
3,41.03256347
3,44.7900452
3,39.88434969
3,47.22085736
3,42.12391507
3,42.4918029
3,39.88111812
3,47.87088302
31,49.77876198
115,60.54939805
115,57.67791914
115,60.7122318
185,69.44061547
185,66.15143737
1,56.07331986
1,53.34140248
121,49.93441092
121,50.11537592
121,49.71435962
121,50.31286047
121,47.96802607
121,48.19793521
121,46.72130901
121,52.75113499
3,47.57675911
303,69.52317712
303,68.16219147
121,49.47946496
121,54.17689882
121,48.78419981
315,71.64283629
57,53.34874087
191,
29,
3,
9,
3,
89,
3,
3,
3,
53,
3,
3,
3,
1,
7,
3,
3,
3,
3,44.80792051
3,49.7912242
3,35.43139398
3,38.62353012
3,42.66478066
3,39.40164288
3,39.84598612
3,48.3110181
3,43.34548959
3,50.58573399
3,49.66561374
3,45.72419848
3,46.31611521
3,45.0694421
3,39.28777124
3,47.24548377
3,38.48985929
269,85.92196055
269,83.92485333
273,68.0966877
303,68.15765887
303,68.32323441
121,52.05492453
243,75.31119022
243,79.12787844
3,47.50790931
3,40.55403599
9,49.18468184
9,50.25132358
9,49.50308002
3,40.51122086
3,41.26414632
3,46.99542831
153,57.4503944
153,53.31699316
153,55.25687673
3,42.01294294
3,43.0404442
3,41.95713126
3,45.2319439
3,44.79721952
185,68.18614542
185,67.9028589
185,64.73678459
185,68.37210965
185,66.85706762
1,56.85674606
1,56.03119921
1,52.18030695
121,49.21821926
121,54.47957386
121,50.29193441
121,50.30455122
223,53.63619181
21,57.2912987
21,64.5369918
21,58.05088308
21,58.46061976
89,46.93628129
89,46.78159461
89,46.76331664
89,51.93431506
241,68.96785693
153,60.2372386
153,51.94722499
73,59.19145563
3,41.01681973
3,45.4160485
3,47.74937252
3,48.06749567
3,44.14215559
3,46.39148415
3,49.83876134
3,46.06529203
185,68.0205483
3,39.25901044
3,47.52885158
3,42.89551484
267,70.98464989
89,49.78187224
89,58.8779178
89,46.87302251
89,59.78854556
21,61.01756091
21,56.12404818
21,58.7424269
21,58.93233096
21,61.61369595
245,54.49100263
245,56.04441272
245,58.46342151
241,67.44455348
89,55.43328863
159,53.48544069
97,51.5432077
303,69.46506204
119,69.49155552
3,41.42951087
3,50.59783332
3,50.44588775
3,45.17531645
3,41.57346389
3,39.63932887
3,37.94489951
3,46.49340726
3,46.71997839
73,60.55032879
73,58.84766208
35,54.74164662
3,39.25980468
3,45.68352968
121,50.32448427
121,46.77310072
89,44.15114075
89,47.40991795
121,51.22936405
69,70.5000986
121,44.06885895
121,43.3080191
241,67.7896242
199,54.06972152
119,66.5077438
119,71.40726475
89,47.09640316
89,52.767879
89,51.21980427
89,51.20804382
89,50.29934793
223,55.71137044
121,46.36109515
3,45.4770338
3,47.98021006
3,49.16103065
3,49.26557951
3,48.00722355
3,42.17419566
3,44.22830079
3,45.83838633
185,68.7612706
185,63.87500823
185,66.68260612
185,69.51665325
199,53.81872475
89,55.76624811
89,56.08178002
89,55.15787429
89,44.51240421
89,54.10839648
89,57.05100384
223,56.08192389
135,47.63586329
135,50.91868841
121,55.95884499
3,45.44258791
3,48.9064159
1,55.17265521
1,54.82640354
1,54.85242866
1,51.99519093
1,56.76417877
3,44.80566087
3,44.3907454
3,35.17372382
3,39.44849376
3,40.31232584
3,38.21338054
3,44.32539388
3,45.54221465
3,46.79845705
51,51.32630155
63,51.80233678
73,60.97978663
3,46.31580716
3,46.70810057
3,45.61091031
3,37.80349697
3,43.18425738
185,70.91324105
3,45.7731649
3,48.92526603
3,36.46039502
3,37.49047801
3,36.66755107
3,47.11748163
89,52.96339259
89,48.76399916
21,60.55191609
231,55.79574906
231,55.46626911
1,54.82794975
205,75.63911613
205,76.84001076
273,68.14679349
121,39.69200859
121,51.20445823
121,48.87682504
121,51.22644683
19,71.36310793
121,54.25669245
121,49.82366227
223,52.77646115
223,57.33588122
89,55.68959529
89,46.69681232
89,51.44142568
89,53.31918969
135,49.78286123
135,55.75108633
67,56.62304011
67,53.95542899
221,67.03160085
63,51.12193128
63,51.80819734
63,49.13661258
135,48.53431941
135,45.85342089
135,52.75947563
67,55.76905128
67,51.70694095
67,53.28967293
67,53.83061728
67,58.48932256
99,82.2645745
207,67.25011259
135,56.60168765
293,70.52004749
293,66.62661952
223,56.93198516
223,54.53497945
89,51.75107824
89,45.71839565
89,54.55253133
89,53.35341997
89,53.17368867
67,47.08339862
67,48.0852926
71,69.07811504
179,61.19904982
179,62.79269026
221,64.95046381
221,65.44492196
135,48.29709955
135,53.46858179
135,49.37540177
135,50.28824659
135,55.46322035
99,81.53383054
51,55.01360861
51,57.96589073
121,54.04862645
281,67.08065766
89,48.29969926
89,50.5150923
89,50.10757646
293,71.76685093
293,69.34034134
293,72.26150738
179,64.03755323
179,62.96934488
223,52.41909372
223,53.36430115
55,68.03887291
121,54.58166288
121,53.71350488
135,51.21967743
89,56.01188131
89,52.64656211
81,75.70370331
81,73.76890098
67,54.26146996
67,58.95904655
67,50.90814265
97,52.58626084
177,65.91187264
89,53.07336145
89,51.77890788
259,96.25406566
121,40.04058804
135,54.43800215
293,71.94194785
139,53.74779988
139,58.31594541
89,54.25559553
89,50.78049912
89,56.49315085
207,67.48152907
187,65.66761157
29,57.30441128
29,58.90666442
29,61.20377317
29,58.52958011
71,71.08288708
177,67.89742162
177,67.23490716
165,84.19927281
165,83.66701823
135,48.9649238
135,49.26134377
63,53.39289224
63,50.16210963
67,55.33078405
67,58.65538056
187,66.35561762
159,54.2552832
159,54.7741148
245,51.85575663
77,54.48412708
67,57.94409503
67,57.04523592
311,65.35888916
67,57.3981806
135,51.72597994
135,56.0531866
223,56.10188192
223,56.08000612
311,63.69341722
157,58.69696508
157,56.39979418
157,58.04399364
157,56.66791946
67,58.59645476
63,50.66084798
51,59.82995641
51,59.45267122
169,68.5002848
169,64.7458509
317,72.63145295
293,72.02825369
167,72.09693343
167,74.76397811
47,61.99397238
47,61.04754908
157,59.53829917
135,56.46670657
135,51.25413687
135,53.70881899
121,45.7015448
135,49.50498315
121,57.14521234
121,47.32418665
121,52.13217222
67,54.25961503
83,61.20645188
291,66.91843857
291,63.62917464
307,70.48543021
307,69.87279384
67,53.84127155
67,56.94917656
67,50.62703378
67,53.27421196
139,59.91904321
223,55.86573718
223,55.93197093
223,58.01594633
135,56.29624359
63,52.92269339
135,56.36096605
135,53.69411003
135,56.57075027
169,65.6426542
67,56.48484076
67,46.83758321
77,57.87607966
245,55.11269804
53,62.22738458
135,57.92153996
135,55.52837756
121,51.55306556
291,64.06566379
291,66.97891147
291,64.71045765
139,60.41215227
315,72.91321748
319,67.20998393
319,68.66018682
319,67.8390982
185,61.99613964
55,72.15981228
55,68.87120214
169,67.85024551
169,67.30783289
245,58.60722276
245,58.41978715
245,57.93239203
77,57.3702836
77,50.75105816
21,62.35202068
21,64.11820426
77,56.35363952
77,56.06893427
291,65.6197061
127,64.07044508
121,54.05983408
201,66.43080602
63,47.02569818
55,70.56845469
55,67.62188438
55,70.62958599
67,51.20447911
67,56.92293197
67,53.28648059
67,53.6103062
67,56.65676211
47,61.34472925
47,57.6183864
245,62.02405586
245,55.99333424
23,68.46078323
245,57.36379883
245,54.17173336
245,56.12605087
245,57.21293221
245,55.30865827
47,61.10276672
77,55.88463311
77,56.8279978
77,56.03093888
85,55.7340032
97,52.96670286
63,56.01792845
63,49.19083283
63,51.39632263
135,47.94148977
63,48.8408173
63,50.90472852
63,56.20670071
63,50.65824829
51,49.15641414
139,59.04498055
67,53.80866932
67,54.81439295
299,62.94829957
15,55.187189
15,54.83629748
15,53.54101051
15,55.01779729
169,69.13936023
77,59.01832602
77,57.15875932
135,55.01910793
135,56.07937851
245,54.67842182
245,51.55258877
223,54.91158921
223,53.54238703
135,55.67506239
135,47.81008315
135,51.98291576
135,58.17936488
21,67.14309396
21,59.97530902
21,55.54892475
67,52.33232156
67,52.46918939
21,59.27580651
139,58.14920961
139,55.25162341
139,57.974255
139,56.64180208
127,57.17220795
127,56.39115872
139,59.8987826
19,73.18086917
19,72.73676577
19,69.3143355
77,58.71813483
245,52.28803275
245,57.85722886
245,51.47698259
135,56.75870835
223,56.38459538
167,73.35657764
157,58.49929473
245,57.45219442
245,58.08498428
135,55.9910589
135,54.68954694
89,54.61286028
21,66.49532983
83,61.17268358
315,72.7245168
315,73.58055216
135,59.22196205
19,70.06573026
121,47.30711709
181,61.21300514
245,58.90663609
245,55.64921692
245,55.86761058
245,56.10589249
23,71.20785029
23,69.03958302
267,70.48144566
267,71.00261879
83,59.32267535
135,60.25832919
135,54.94389156
47,63.39439995
3,
89,
63,53.27731396
67,47.7635243
63,48.14150499
67,46.73793006
139,61.20222079
139,59.67615498
181,61.3139003
263,70.47610827
263,69.45521369
297,53.43425541
297,56.40832705
89,53.53284549
89,49.81268643
97,55.91393309
89,53.83970001
89,53.27413791
89,57.65675763
215,61.51958854
215,57.66298781
215,59.19667031
135,53.76601722
215,52.84415618
121,50.58832896
121,50.17875987
121,50.74184218
113,54.98315215
113,54.72153413
225,56.5656361
225,58.77662388
245,54.39870322
245,56.35463412
63,48.78119286
63,49.15315956
89,57.11244046
89,53.22138873
121,44.97683838
121,51.95199056
47,58.00616941
47,60.77173419
47,57.12561133
47,59.65056241
263,69.49088749
105,70.70444373
105,68.23173096
215,58.26521932
77,55.66484428
77,49.11143799
89,52.03012879
89,54.42490256
89,47.69259002
89,47.82231986
89,53.03831964
89,54.96540835
89,56.52969681
89,52.39324922
89,52.55599117
67,56.14050477
103,57.56233942
103,57.01135988
103,59.32436967
103,57.45318356
47,55.88903812
63,52.87770828
63,54.16461352
183,63.08187789
67,46.00273556
67,48.27328502
105,71.04039872
257,69.23898095
257,70.22507944
257,69.41365915
89,51.1089631
215,59.79835936
215,61.41166403
215,59.47841106
179,63.18087225
179,62.96400556
103,58.52437387
103,60.45727565
103,58.6284113
217,54.46315893
217,55.73815607
135,45.51299988
135,51.22328008
135,56.39185832
139,57.94852276
139,59.08664018
139,56.27152898
139,55.15358283
201,70.73023691
259,96.56809336
89,51.17911822
135,51.54949458
135,53.24042774
135,54.14768794
135,58.36039436
67,44.60778975
67,56.47011915
67,57.52929991
67,53.13370969
281,67.93629064
135,53.07309837
135,50.94957193
77,53.9485487
21,57.32787749
13,50.9672118
89,51.84894961
89,50.86439782
89,52.74477498
89,53.72495527
217,56.86832809
217,54.99181913
217,54.78999734
51,59.639211
121,55.57809113
121,52.13452147
121,54.70832976
201,70.89356134
135,49.28750598
135,53.48277365
135,51.91322918
135,54.21430965
135,53.80333139
207,64.55789012
207,67.31005768
179,54.4554545
179,60.65620491
179,61.0267141
19,70.44767769
71,67.19610937
1,50.71357523
19,52.931042
19,53.97772116
19,54.11286032
19,54.6372695
89,54.77092438
35,65.70238512
61,65.35262853
61,68.86285452
57,65.81139592
57,57.39165817
57,64.02298694
57,61.0807173
57,63.38619593
83,60.46361567
53,60.24795994
53,58.85481501
53,56.47586237
53,61.69497807
27,58.02982479
27,57.62620463
27,47.58720994
27,58.86504487
35,66.43731856
35,66.98093006
119,51.7061111
89,50.152951
89,48.6031414
89,47.88321665
89,50.18324711
89,52.06508198
111,49.49657321
111,52.22202851
111,54.77643504
1,48.66960484
1,53.87103598
1,47.90803457
57,59.62970744
57,65.04583715
21,67.19702216
53,62.48715608
9,63.92085276
9,64.24414375
11,60.91769621
11,61.32617781
27,57.47617043
27,51.22301092
27,51.90810272
119,50.17202872
119,51.05735497
189,57.70630065
1,52.43691964
1,48.39060116
1,55.76461763
19,49.61466297
79,68.01377462
79,66.77501349
79,69.43171529
21,66.57299761
17,63.78710195
11,58.31219043
11,58.90125096
189,57.20153336
189,54.78267852
189,57.03619006
75,65.37976545
75,64.48326417
29,56.70827013
29,56.28404684
87,68.59289258
87,67.51417966
87,70.18154533
17,65.10326471
17,62.83399417
1,56.07748574
1,56.31109766
11,59.73869422
111,54.11463771
111,54.77065701
111,56.24914742
119,51.69392487
193,62.94486591
193,62.6607377
193,62.55023097
89,50.1298303
89,47.4573703
111,52.37567324
63,57.33473008
1,52.90999036
1,49.25889538
89,50.65579607
89,48.6095905
89,48.95622306
143,49.15467205
143,49.89503101
9,48.05597915
111,51.70912457
3,47.99574873
3,42.81542327
3,46.20320552
39,62.0033971
39,64.90793946
39,61.98196361
39,63.77170666
39,53.47160198
33,74.85385021
3,66.53036972
7,52.08509654
7,48.31150387
7,48.47781209
7,51.31483783
111,52.55272236
111,51.47212979
3,46.65297606
3,48.75301039
41,59.22813062
41,59.57056265
73,56.22870874
73,55.21908518
65,69.49855431
111,52.15146426
111,52.7739955
3,42.1096014
3,42.10001775
3,46.14588035
3,51.15000993
45,59.94589134
3,66.38364851
35,64.73073972
35,67.35064468
83,62.54828463
83,63.01856664
83,60.25816379
83,61.80793703
1,57.12999886
1,55.08606824
1,57.19277552
1,56.36058364
1,54.4828779
73,56.06714484
69,59.87057996
9,46.61628841
9,41.73210335
9,47.77498262
9,46.37835284
9,48.85625654
3,45.91139509
1,53.25994273
1,48.21177182
1,50.26226888
1,59.18684603
1,54.90446368
55,59.96696084
83,62.95248716
25,58.5298339
55,58.23419881
1,56.33047734
5,56.31833211
5,57.74541834
5,51.16809485
5,58.72014057
5,56.72375756
5,62.11132372
69,60.35498754
69,55.04755728
69,54.14996484
27,52.79784719
59,73.72727264
45,58.313345
45,55.97720011
83,63.54458623
59,72.19102646
27,58.57727154
27,50.04243445
111,53.47559057
111,52.30828724
3,49.61733058
3,44.92819343
3,43.56530375
3,49.43112779
3,46.4605742
3,45.11890996
3,48.99669084
55,55.94099136
51,59.05293559
55,57.10180609
111,53.47423363
111,53.72174478
9,49.89692139
9,48.20223143
11,61.88001992
11,57.92019086
11,59.13687455
23,58.61882794
5,64.8744751
5,65.57364231
77,63.92577038
77,62.80341008
19,59.26955458
59,70.59791723
19,49.17582126
3,47.29441175
9,49.36008121
9,48.61810908
9,48.00077676
9,46.95912325
9,51.72750922
5,59.80682036
5,64.4587554
31,62.16944273
19,59.39889148
19,58.09667654
19,50.7514687
19,52.89889117
19,56.75272852
55,60.41371466
55,59.36130321
55,56.77844058
55,60.43584939
55,51.94142911
1,54.07159636
27,57.53263573
27,54.16979111
27,57.80010646
111,53.3604037
9,48.72957372
3,44.35592279
3,44.80603112
17,64.30758323
31,63.58045705
31,62.25442925
7,64.60906258
7,62.08406432
161,53.51557813
161,53.02308811
161,55.74727622
111,53.50958686
111,48.97959568
19,60.84651217
91,53.06517432
197,53.67845986
197,51.10420822
89,56.1792916
29,66.84291272
51,59.38256191
51,59.13182134
83,58.75302777
55,57.90261096
55,56.48253214
27,53.7799884
27,54.57087038
27,56.49532214
27,55.58194566
27,54.11436187
27,54.86438792
17,60.7836818
17,62.45473864
17,64.1271045
111,53.42166594
1,55.558286
1,56.47654054
1,55.65766481
27,53.64654246
27,54.29247705
29,67.59970609
111,52.29329692
111,51.79515151
111,48.51489033
111,52.5990253
69,59.6338494
69,57.20156398
69,55.22986913
1,50.94264394
1,51.9370302
19,54.38191158
9,51.45737071
9,49.56093882
55,53.48179345
55,57.86574205
55,49.94821623
55,53.26663609
55,58.59150537
55,51.18953755
27,55.94332272
27,55.36014185
17,62.66034803
17,56.8618979
47,63.89343791
47,64.92646605
85,61.15702732
1,59.2138144
1,53.96538309
55,60.34950176
55,60.55120451
65,69.51528195
65,63.41479715
1,60.53716398
1,58.85616911
1,51.41971972
111,54.42493887
111,52.45202101
3,42.27603027
3,45.05808049
3,48.275481
3,40.55596917
3,44.44299779
1,48.97020725
85,57.89233999
85,59.67330075
5,52.53624322
1,52.12632991
13,55.78015425
55,58.4885509
83,56.48398852
83,58.06149636
83,53.65565365
83,58.55086508
111,50.45646692
111,55.45992544
111,50.0719073
111,51.13198058
111,53.39759043
5,43.94899123
9,46.99471093
9,50.56127085
9,44.57802932
9,47.26312727
9,48.24323163
5,55.08737728
27,49.80038796
27,49.53619817
55,58.78497313
55,52.01209291
19,55.62363458
19,50.5085917
19,55.3575663
19,54.18769224
91,55.64023022
91,52.31161167
29,61.06541425
89,50.21342163
161,49.23131252
89,47.47902414
31,48.90558915
55,56.59058568
55,58.79157013
1,54.21535516
1,55.90970139
1,55.54941856
1,52.66209942
111,54.61727154
111,54.73876407
3,47.59772981
3,42.09825363
3,46.44279014
3,48.42178851
3,46.61325819
3,48.35155699
1,51.95072742
1,55.52963565
1,56.07260762
3,46.39358177
3,48.9466011
3,45.92915365
3,45.29645868
9,48.0479599
63,
183,
9,
7,
7,
9,50.0867709
161,56.72690853
91,53.12679416
91,49.55467044
119,53.8386006
119,52.78860546
119,51.3296506
111,51.727168
31,36.51484049
31,37.73360325
31,41.05622404
31,52.41250088
31,49.58014281
31,51.12937816
31,47.68736902
9,45.52735462
9,50.12975999
31,48.84266114
31,54.51982099
31,52.76996028
31,50.80916492
1,51.85095432
1,60.82498785
1,56.60828148
81,50.3252071
1,53.62183157
1,57.93404843
1,55.95659214
1,49.8096509
1,57.36409537
1,53.79358835
1,57.59568645
1,51.91603606
1,60.4757911
1,53.86655485
111,52.65011875
111,51.4751529
9,47.5177831
9,49.5033912
9,48.16043143
13,57.3911398
49,67.21988121
49,70.12025187
49,69.15369332
49,67.13798636
49,68.48436689
13,58.52475383
43,68.02177486
43,72.18491793
5,62.40896585
5,58.32384671
9,46.68598629
3,45.44423966
3,44.42620542
3,49.19573859
27,54.19213382
27,56.23178292
27,56.22734535
67,60.36840716
67,61.41692675
67,63.16393372
1,59.2664834
1,58.08109571
1,49.24341652
1,58.07120467
111,51.6685606
3,44.70113099
3,46.59761799
3,46.60280587
3,48.13601162
1,54.52503827
1,52.23854647
1,57.70270031
15,58.92498354
37,69.00024428
61,66.9831684
13,59.06225878
43,67.13075894
5,58.31470373
173,61.627024
173,61.16302552
31,47.51141884
31,49.36010213
31,48.67666811
31,47.97442295
31,50.76322699
31,45.89870332
31,42.62419854
119,51.82434394
119,54.25022517
161,48.9268341
51,60.02177764
109,65.5649803
109,62.19980211
109,66.45387059
109,66.81892248
93,53.2486625
93,54.46758669
123,57.69058414
123,56.28382576
123,55.75485808
3,47.27050343
3,48.96134722
3,38.26573926
3,47.82436762
83,59.71900063
83,58.84381334
55,54.43751207
31,55.96599794
61,65.36467542
61,64.02433378
43,52.81402149
197,54.77699125
113,49.6985595
113,54.48477341
113,48.59943978
31,49.24389303
31,47.24943303
31,47.72641811
31,48.68352581
31,49.32357223
31,52.93910687
197,54.29737478
197,53.56259111
197,49.14031683
197,53.00424223
173,60.78035176
1,57.36916361
1,49.83862768
31,43.03737763
31,44.39426448
31,47.29249343
93,52.51028706
201,54.43469653
1,55.69732937
1,54.4169234
31,51.81072901
31,55.46695944
31,50.02146813
31,51.50231374
109,63.94546532
45,62.9146698
45,62.20823204
31,47.07333668
31,46.76639167
31,49.14878451
123,57.43366108
123,53.9833948
115,54.49238622
81,61.10244167
81,60.31004911
3,40.84345744
3,44.66158639
3,48.72630757
31,48.05390192
31,48.53656844
31,48.3018355
31,47.68504259
31,46.28468587
31,54.16838873
31,52.42323387
31,47.15427112
31,46.96178136
31,42.70035015
31,47.14538853
61,61.29488568
113,47.12443146
113,49.17296611
41,58.05902547
41,56.67623958
119,52.53631487
31,48.49300208
149,67.04482501
31,50.6804484
31,52.35502201
31,51.04285919
31,50.54457487
31,48.04903566
31,49.35266736
31,49.19831927
31,49.70941165
31,46.95094047
31,54.13347538
197,53.72981465
109,65.81571453
117,56.12885396
201,53.56914204
201,54.70518502
201,54.8005876
199,62.90817892
69,65.23118924
31,53.10012792
31,48.79706901
109,63.08218745
109,62.76060691
109,63.27993767
109,60.53829229
201,52.57996557
115,56.74096625
3,44.75094822
3,42.04194096
5,64.94834937
5,58.75971867
5,65.50322712
31,50.45399524
31,48.59984296
31,50.85413834
31,50.15913223
31,43.85724014
31,50.23288199
81,62.28260247
81,63.46485427
41,57.80127848
41,55.16798805
31,39.15491823
31,46.94825872
31,47.04683587
31,45.75427106
31,41.48367068
31,53.47755832
31,41.50302092
31,48.94510299
31,53.0873737
31,50.47033743
31,48.45023871
31,36.41978395
31,43.92872954
31,43.91140031
31,52.55394749
197,53.2070667
31,41.30945329
31,40.21686157
89,47.97095393
31,43.00820141
31,43.52626049
149,68.58862426
149,66.43011008
149,66.81164556
115,52.45153142
115,56.33599798
115,59.32737311
69,56.28487004
69,55.31706353
31,46.23128339
31,47.1704561
31,49.22006744
183,60.19331204
181,63.65262841
81,61.93444361
81,63.57681948
81,64.41449016
31,53.72220406
31,51.08112014
31,46.51329138
31,46.90426616
79,58.05154521
79,54.35905401
31,48.86324426
31,48.8799429
79,52.08963578
31,42.93646806
31,46.01062061
31,46.3082655
31,48.22553153
31,45.53911188
31,49.58077138
31,47.21361042
1,52.12779975
31,46.6966248
31,46.02829526
149,63.8592671
31,48.42999138
31,51.70315434
31,38.53903359
31,43.61342863
31,46.21704806
31,47.5790551
31,54.94728809
143,55.98555757
143,56.94411476
143,51.2787601
181,63.67073399
181,60.21009427
181,60.81157722
181,63.45488435
187,64.78369887
187,64.32262167
187,65.54637292
81,57.31226709
81,64.10949236
201,50.34961031
3,41.26584078
3,47.25684671
3,47.99761597
3,48.53994147
3,48.62534171
3,43.43084709
31,48.6590379
31,51.4106703
31,53.91145377
31,52.06947697
31,50.80506877
143,58.4578621
95,68.72531136
31,46.28859021
31,47.21228867
31,49.63691916
31,45.70981402
31,45.03021278
31,44.90872827
73,58.18616139
143,47.60382887
31,47.53315788
31,53.39391767
31,46.12031058
31,53.1429331
31,47.77900506
31,53.32458138
31,47.2239625
31,45.31526814
31,44.65911781
31,44.17275837
1,55.99842912
1,59.09554279
31,45.83680203
31,43.98880129
31,51.52570551
31,49.96683428
31,48.9702746
11,55.84630094
65,59.87954918
67,59.29020374
67,58.50540142
31,49.96406322
31,51.81383141
31,55.41900462
187,59.1630268
183,56.35831102
183,57.99303583
129,53.51663673
5,64.1800975
5,56.19323791
5,58.2179077
5,51.35939568
31,56.10172378
91,52.67835226
31,48.33634189
31,47.50511242
45,63.03211876
201,51.40137635
81,58.78892308
115,53.42890026
201,46.8105041
115,54.2703397
201,52.02315632
9,47.72519063
31,46.7591361
31,47.36460885
31,47.98378693
31,46.88239313
31,55.22188024
31,53.96856955
31,44.91358949
31,44.90549553
31,45.81148979
31,48.82332067
31,50.25967683
31,50.15186784
31,49.90130542
31,49.85115466
31,44.8712847
113,44.84719884
95,66.88124956
143,56.55904569
143,50.54940497
143,48.45566982
143,56.04344978
143,54.50267218
143,56.43220512
143,49.68379482
143,49.84572934
89,55.01056212
31,45.57045156
31,39.96418694
31,53.69744432
113,45.63683044
113,45.50688886
113,43.25311971
129,55.95412419
117,57.71012375
187,60.50203672
183,63.26757449
143,52.84056367
143,56.97956721
9,48.97493737
31,60.43652066
31,60.34332263
127,64.7174116
127,65.81341002
127,58.10748915
31,45.13329216
31,48.18825031
1,56.09779465
31,50.35113225
95,67.24973722
167,55.42522616
47,62.70805503
167,56.57651769
119,51.03201508
119,52.28607169
119,51.54521883
113,50.32615213
31,46.49970113
31,47.88982965
31,46.27241658
31,45.83206739
31,46.57474417
31,44.98026803
31,42.44937512
31,46.26366433
31,43.13887017
31,40.00121799
31,32.79507953
31,36.37422135
31,40.34518533
31,35.18351637
31,45.91271695
31,48.55333616
1,54.39578491
1,56.73453137
1,56.98596576
31,53.94110842
31,51.19124078
31,52.3361175
183,60.97090391
183,62.66847456
183,64.36180434
183,57.6413638
115,58.10188146
115,57.19943336
31,50.97751841
31,52.28180914
31,50.22940664
31,49.47804837
31,45.17483547
31,51.74338699
31,46.42147777
31,45.40944761
31,46.58077002
115,61.34785999
115,60.77345294
31,53.25540729
43,53.52069629
43,49.46132206
43,51.41702856
43,50.00444765
167,55.34527773
167,54.10135847
167,57.81389267
